PERIOD,LEAD_SOURCE,SOURCE_SALES,SOURCE_PREMIUM
2023-03-07,Barrington,0,0.0
2023-03-07,Channel Edge,0,0.0
2023-03-07,Google,1,194.17
2023-03-07,Lucent,0,0.0
2023-03-07,O2C,0,0.0
2023-03-07,Other,0,0.0
2023-03-07,Policy Chat,0,0.0
2023-03-07,Ring 2,0,0.0
2023-03-07,Roku,0,0.0
2023-03-07,VOXR,1,261.15
2023-03-07,Youtube,0,0.0
2023-03-07,Regal,0,0.0
2023-03-08,Barrington,0,0.0
2023-03-08,Channel Edge,0,0.0
2023-03-08,Google,2,445.25
2023-03-08,Lucent,1,198.57
2023-03-08,O2C,2,532.75
2023-03-08,Other,1,119.47
2023-03-08,Policy Chat,1,79.76
2023-03-08,Ring 2,1,345.6
2023-03-08,Roku,0,0.0
2023-03-08,VOXR,0,0.0
2023-03-08,Youtube,0,0.0
2023-03-08,Regal,0,0.0
2023-03-09,Barrington,0,0.0
2023-03-09,Channel Edge,0,0.0
2023-03-09,Google,1,151.5
2023-03-09,Lucent,0,0.0
2023-03-09,O2C,1,312.28
2023-03-09,Other,0,0.0
2023-03-09,Policy Chat,0,0.0
2023-03-09,Ring 2,0,0.0
2023-03-09,Roku,0,0.0
2023-03-09,VOXR,0,0.0
2023-03-09,Youtube,0,0.0
2023-03-09,Regal,0,0.0
2023-03-10,Barrington,1,260.17
2023-03-10,Channel Edge,0,0.0
2023-03-10,Google,0,0.0
2023-03-10,Lucent,0,0.0
2023-03-10,O2C,1,204.59
2023-03-10,Other,1,140.2
2023-03-10,Policy Chat,1,118.15
2023-03-10,Ring 2,1,278.56
2023-03-10,Roku,0,0.0
2023-03-10,VOXR,1,373.88
2023-03-10,Youtube,1,193.64
2023-03-10,Regal,0,0.0
2023-03-11,Barrington,1,241.7
2023-03-11,Channel Edge,0,0.0
2023-03-11,Google,1,207.65
2023-03-11,Lucent,0,0.0
2023-03-11,O2C,0,0.0
2023-03-11,Other,1,126.98
2023-03-11,Policy Chat,3,326.43
2023-03-11,Ring 2,1,340.46
2023-03-11,Roku,0,0.0
2023-03-11,VOXR,1,276.79
2023-03-11,Youtube,0,0.0
2023-03-11,Regal,0,0.0
2023-03-12,Barrington,0,0.0
2023-03-12,Channel Edge,0,0.0
2023-03-12,Google,0,0.0
2023-03-12,Lucent,1,293.38
2023-03-12,O2C,0,0.0
2023-03-12,Other,0,0.0
2023-03-12,Policy Chat,1,114.06
2023-03-12,Ring 2,2,485.81
2023-03-12,Roku,0,0.0
2023-03-12,VOXR,1,368.93
2023-03-12,Youtube,0,0.0
2023-03-12,Regal,0,0.0
2023-03-13,Barrington,0,0.0
2023-03-13,Channel Edge,1,319.45
2023-03-13,Google,1,153.64
2023-03-13,Lucent,1,410.16
2023-03-13,O2C,1,228.22
2023-03-13,Other,0,0.0
2023-03-13,Policy Chat,1,112.09
2023-03-13,Ring 2,1,284.63
2023-03-13,Roku,0,0.0
2023-03-13,VOXR,1,298.37
2023-03-13,Youtube,0,0.0
2023-03-13,Regal,1,244.13
2023-03-14,Barrington,1,250.77
2023-03-14,Channel Edge,0,0.0
2023-03-14,Google,4,700.68
2023-03-14,Lucent,0,0.0
2023-03-14,O2C,3,873.77
2023-03-14,Other,0,0.0
2023-03-14,Policy Chat,1,118.48
2023-03-14,Ring 2,2,571.82
2023-03-14,Roku,0,0.0
2023-03-14,VOXR,0,0.0
2023-03-14,Youtube,0,0.0
2023-03-14,Regal,1,276.9
2023-03-15,Barrington,1,162.54
2023-03-15,Channel Edge,0,0.0
2023-03-15,Google,3,506.72
2023-03-15,Lucent,0,0.0
2023-03-15,O2C,3,976.24
2023-03-15,Other,0,0.0
2023-03-15,Policy Chat,0,0.0
2023-03-15,Ring 2,1,336.64
2023-03-15,Roku,0,0.0
2023-03-15,VOXR,1,336.36
2023-03-15,Youtube,1,177.08
2023-03-15,Regal,0,0.0
2023-03-16,Barrington,0,0.0
2023-03-16,Channel Edge,0,0.0
2023-03-16,Google,0,0.0
2023-03-16,Lucent,0,0.0
2023-03-16,O2C,0,0.0
2023-03-16,Other,0,0.0
2023-03-16,Policy Chat,1,133.49
2023-03-16,Ring 2,0,0.0
2023-03-16,Roku,0,0.0
2023-03-16,VOXR,0,0.0
2023-03-16,Youtube,0,0.0
2023-03-16,Regal,1,282.18
2023-03-17,Barrington,3,550.83
2023-03-17,Channel Edge,0,0.0
2023-03-17,Google,2,335.53
2023-03-17,Lucent,0,0.0
2023-03-17,O2C,6,1792.96
2023-03-17,Other,0,0.0
2023-03-17,Policy Chat,1,96.6
2023-03-17,Ring 2,1,243.16
2023-03-17,Roku,0,0.0
2023-03-17,VOXR,0,0.0
2023-03-17,Youtube,0,0.0
2023-03-17,Regal,0,0.0
2023-03-18,Barrington,0,0.0
2023-03-18,Channel Edge,0,0.0
2023-03-18,Google,3,535.47
2023-03-18,Lucent,0,0.0
2023-03-18,O2C,2,631.82
2023-03-18,Other,0,0.0
2023-03-18,Policy Chat,1,114.43
2023-03-18,Ring 2,0,0.0
2023-03-18,Roku,0,0.0
2023-03-18,VOXR,1,300.53
2023-03-18,Youtube,1,142.83
2023-03-18,Regal,1,141.67
2023-03-19,Barrington,2,569.2
2023-03-19,Channel Edge,0,0.0
2023-03-19,Google,0,0.0
2023-03-19,Lucent,0,0.0
2023-03-19,O2C,1,334.85
2023-03-19,Other,0,0.0
2023-03-19,Policy Chat,1,90.24
2023-03-19,Ring 2,0,0.0
2023-03-19,Roku,0,0.0
2023-03-19,VOXR,1,351.17
2023-03-19,Youtube,0,0.0
2023-03-19,Regal,0,0.0
2023-03-20,Barrington,0,0.0
2023-03-20,Channel Edge,0,0.0
2023-03-20,Google,2,290.95
2023-03-20,Lucent,0,0.0
2023-03-20,O2C,0,0.0
2023-03-20,Other,1,83.96
2023-03-20,Policy Chat,1,90.33
2023-03-20,Ring 2,0,0.0
2023-03-20,Roku,0,0.0
2023-03-20,VOXR,0,0.0
2023-03-20,Youtube,1,140.14
2023-03-20,Regal,0,0.0
2023-03-21,Barrington,2,496.45
2023-03-21,Channel Edge,0,0.0
2023-03-21,Google,2,384.51
2023-03-21,Lucent,1,388.91
2023-03-21,O2C,2,668.91
2023-03-21,Other,0,0.0
2023-03-21,Policy Chat,1,115.05
2023-03-21,Ring 2,2,602.96
2023-03-21,Roku,0,0.0
2023-03-21,VOXR,0,0.0
2023-03-21,Youtube,0,0.0
2023-03-21,Regal,0,0.0
2023-03-22,Barrington,0,0.0
2023-03-22,Channel Edge,0,0.0
2023-03-22,Google,2,268.56
2023-03-22,Lucent,0,0.0
2023-03-22,O2C,0,0.0
2023-03-22,Other,0,0.0
2023-03-22,Policy Chat,0,0.0
2023-03-22,Ring 2,0,0.0
2023-03-22,Roku,0,0.0
2023-03-22,VOXR,2,672.82
2023-03-22,Youtube,1,156.77
2023-03-22,Regal,0,0.0
2023-03-23,Barrington,0,0.0
2023-03-23,Channel Edge,0,0.0
2023-03-23,Google,1,137.9
2023-03-23,Lucent,0,0.0
2023-03-23,O2C,3,1034.45
2023-03-23,Other,1,113.77
2023-03-23,Policy Chat,1,116.22
2023-03-23,Ring 2,0,0.0
2023-03-23,Roku,0,0.0
2023-03-23,VOXR,0,0.0
2023-03-23,Youtube,0,0.0
2023-03-23,Regal,0,0.0
2023-03-24,Barrington,1,224.8
2023-03-24,Channel Edge,0,0.0
2023-03-24,Google,1,162.11
2023-03-24,Lucent,0,0.0
2023-03-24,O2C,3,1155.96
2023-03-24,Other,1,103.5
2023-03-24,Policy Chat,0,0.0
2023-03-24,Ring 2,1,289.13
2023-03-24,Roku,0,0.0
2023-03-24,VOXR,0,0.0
2023-03-24,Youtube,0,0.0
2023-03-24,Regal,0,0.0
2023-03-25,Barrington,0,0.0
2023-03-25,Channel Edge,0,0.0
2023-03-25,Google,9,2035.85
2023-03-25,Lucent,1,281.8
2023-03-25,O2C,1,405.88
2023-03-25,Other,1,89.21
2023-03-25,Policy Chat,1,71.16
2023-03-25,Ring 2,0,0.0
2023-03-25,Roku,0,0.0
2023-03-25,VOXR,0,0.0
2023-03-25,Youtube,0,0.0
2023-03-25,Regal,0,0.0
2023-03-26,Barrington,0,0.0
2023-03-26,Channel Edge,0,0.0
2023-03-26,Google,2,300.8
2023-03-26,Lucent,0,0.0
2023-03-26,O2C,1,281.16
2023-03-26,Other,0,0.0
2023-03-26,Policy Chat,2,223.18
2023-03-26,Ring 2,1,309.28
2023-03-26,Roku,0,0.0
2023-03-26,VOXR,1,346.7
2023-03-26,Youtube,0,0.0
2023-03-26,Regal,1,178.3
2023-03-27,Barrington,1,287.26
2023-03-27,Channel Edge,0,0.0
2023-03-27,Google,0,0.0
2023-03-27,Lucent,0,0.0
2023-03-27,O2C,2,437.06
2023-03-27,Other,0,0.0
2023-03-27,Policy Chat,0,0.0
2023-03-27,Ring 2,1,318.2
2023-03-27,Roku,0,0.0
2023-03-27,VOXR,0,0.0
2023-03-27,Youtube,0,0.0
2023-03-27,Regal,0,0.0
2023-03-28,Barrington,2,438.5
2023-03-28,Channel Edge,0,0.0
2023-03-28,Google,3,464.06
2023-03-28,Lucent,0,0.0
2023-03-28,O2C,2,577.57
2023-03-28,Other,0,0.0
2023-03-28,Policy Chat,0,0.0
2023-03-28,Ring 2,2,533.39
2023-03-28,Roku,0,0.0
2023-03-28,VOXR,1,242.06
2023-03-28,Youtube,0,0.0
2023-03-28,Regal,0,0.0
2023-03-29,Barrington,0,0.0
2023-03-29,Channel Edge,0,0.0
2023-03-29,Google,2,374.68
2023-03-29,Lucent,0,0.0
2023-03-29,O2C,3,640.4
2023-03-29,Other,0,0.0
2023-03-29,Policy Chat,0,0.0
2023-03-29,Ring 2,0,0.0
2023-03-29,Roku,0,0.0
2023-03-29,VOXR,0,0.0
2023-03-29,Youtube,0,0.0
2023-03-29,Regal,0,0.0
2023-03-30,Barrington,3,868.8
2023-03-30,Channel Edge,0,0.0
2023-03-30,Google,2,365.25
2023-03-30,Lucent,1,412.93
2023-03-30,O2C,1,292.18
2023-03-30,Other,1,94.96
2023-03-30,Policy Chat,0,0.0
2023-03-30,Ring 2,0,0.0
2023-03-30,Roku,0,0.0
2023-03-30,VOXR,0,0.0
2023-03-30,Youtube,0,0.0
2023-03-30,Regal,0,0.0
2023-03-31,Barrington,1,214.94
2023-03-31,Channel Edge,0,0.0
2023-03-31,Google,3,426.45
2023-03-31,Lucent,0,0.0
2023-03-31,O2C,1,278.71
2023-03-31,Other,0,0.0
2023-03-31,Policy Chat,3,289.34
2023-03-31,Ring 2,0,0.0
2023-03-31,Roku,0,0.0
2023-03-31,VOXR,0,0.0
2023-03-31,Youtube,1,210.1
2023-03-31,Regal,0,0.0
2023-04-01,Barrington,0,0.0
2023-04-01,Channel Edge,0,0.0
2023-04-01,Google,1,152.48
2023-04-01,Lucent,0,0.0
2023-04-01,O2C,2,494.38
2023-04-01,Other,0,0.0
2023-04-01,Policy Chat,0,0.0
2023-04-01,Ring 2,0,0.0
2023-04-01,Roku,1,178.63
2023-04-01,VOXR,0,0.0
2023-04-01,Youtube,0,0.0
2023-04-01,Regal,1,229.22
2023-04-02,Barrington,1,278.68
2023-04-02,Channel Edge,0,0.0
2023-04-02,Google,4,821.82
2023-04-02,Lucent,0,0.0
2023-04-02,O2C,0,0.0
2023-04-02,Other,0,0.0
2023-04-02,Policy Chat,0,0.0
2023-04-02,Ring 2,0,0.0
2023-04-02,Roku,0,0.0
2023-04-02,VOXR,0,0.0
2023-04-02,Youtube,0,0.0
2023-04-02,Regal,0,0.0
2023-04-03,Barrington,1,187.59
2023-04-03,Channel Edge,0,0.0
2023-04-03,Google,2,303.08
2023-04-03,Lucent,1,386.46
2023-04-03,O2C,2,571.73
2023-04-03,Other,0,0.0
2023-04-03,Policy Chat,0,0.0
2023-04-03,Ring 2,0,0.0
2023-04-03,Roku,0,0.0
2023-04-03,VOXR,0,0.0
2023-04-03,Youtube,0,0.0
2023-04-03,Regal,0,0.0
2023-04-04,Barrington,1,231.0
2023-04-04,Channel Edge,0,0.0
2023-04-04,Google,0,0.0
2023-04-04,Lucent,0,0.0
2023-04-04,O2C,0,0.0
2023-04-04,Other,0,0.0
2023-04-04,Policy Chat,0,0.0
2023-04-04,Ring 2,1,237.07
2023-04-04,Roku,0,0.0
2023-04-04,VOXR,0,0.0
2023-04-04,Youtube,0,0.0
2023-04-04,Regal,0,0.0
2023-04-05,Barrington,0,0.0
2023-04-05,Channel Edge,0,0.0
2023-04-05,Google,1,169.04
2023-04-05,Lucent,1,419.16
2023-04-05,O2C,2,510.29
2023-04-05,Other,0,0.0
2023-04-05,Policy Chat,0,0.0
2023-04-05,Ring 2,0,0.0
2023-04-05,Roku,0,0.0
2023-04-05,VOXR,0,0.0
2023-04-05,Youtube,0,0.0
2023-04-05,Regal,1,259.26
2023-04-06,Barrington,0,0.0
2023-04-06,Channel Edge,0,0.0
2023-04-06,Google,4,748.17
2023-04-06,Lucent,0,0.0
2023-04-06,O2C,2,457.91
2023-04-06,Other,0,0.0
2023-04-06,Policy Chat,1,104.08
2023-04-06,Ring 2,2,655.05
2023-04-06,Roku,0,0.0
2023-04-06,VOXR,0,0.0
2023-04-06,Youtube,0,0.0
2023-04-06,Regal,0,0.0
2023-04-07,Barrington,1,247.11
2023-04-07,Channel Edge,0,0.0
2023-04-07,Google,1,150.32
2023-04-07,Lucent,1,370.58
2023-04-07,O2C,0,0.0
2023-04-07,Other,2,181.96
2023-04-07,Policy Chat,2,132.6
2023-04-07,Ring 2,2,462.75
2023-04-07,Roku,0,0.0
2023-04-07,VOXR,0,0.0
2023-04-07,Youtube,0,0.0
2023-04-07,Regal,0,0.0
2023-04-08,Barrington,0,0.0
2023-04-08,Channel Edge,0,0.0
2023-04-08,Google,4,838.87
2023-04-08,Lucent,0,0.0
2023-04-08,O2C,0,0.0
2023-04-08,Other,0,0.0
2023-04-08,Policy Chat,0,0.0
2023-04-08,Ring 2,1,400.72
2023-04-08,Roku,0,0.0
2023-04-08,VOXR,0,0.0
2023-04-08,Youtube,0,0.0
2023-04-08,Regal,0,0.0
2023-04-09,Barrington,0,0.0
2023-04-09,Channel Edge,0,0.0
2023-04-09,Google,1,169.47
2023-04-09,Lucent,2,748.48
2023-04-09,O2C,1,237.35
2023-04-09,Other,0,0.0
2023-04-09,Policy Chat,1,129.57
2023-04-09,Ring 2,2,557.95
2023-04-09,Roku,0,0.0
2023-04-09,VOXR,0,0.0
2023-04-09,Youtube,0,0.0
2023-04-09,Regal,0,0.0
2023-04-10,Barrington,0,0.0
2023-04-10,Channel Edge,0,0.0
2023-04-10,Google,1,139.31
2023-04-10,Lucent,0,0.0
2023-04-10,O2C,2,430.59
2023-04-10,Other,1,87.42
2023-04-10,Policy Chat,1,107.48
2023-04-10,Ring 2,0,0.0
2023-04-10,Roku,0,0.0
2023-04-10,VOXR,0,0.0
2023-04-10,Youtube,0,0.0
2023-04-10,Regal,0,0.0
2023-04-11,Barrington,0,0.0
2023-04-11,Channel Edge,0,0.0
2023-04-11,Google,2,267.9
2023-04-11,Lucent,1,351.82
2023-04-11,O2C,2,516.92
2023-04-11,Other,1,109.84
2023-04-11,Policy Chat,1,117.67
2023-04-11,Ring 2,0,0.0
2023-04-11,Roku,0,0.0
2023-04-11,VOXR,1,280.25
2023-04-11,Youtube,0,0.0
2023-04-11,Regal,0,0.0
2023-04-12,Barrington,0,0.0
2023-04-12,Channel Edge,0,0.0
2023-04-12,Google,0,0.0
2023-04-12,Lucent,1,353.69
2023-04-12,O2C,4,988.03
2023-04-12,Other,0,0.0
2023-04-12,Policy Chat,0,0.0
2023-04-12,Ring 2,3,1171.92
2023-04-12,Roku,2,332.24
2023-04-12,VOXR,0,0.0
2023-04-12,Youtube,0,0.0
2023-04-12,Regal,0,0.0
2023-04-13,Barrington,0,0.0
2023-04-13,Channel Edge,0,0.0
2023-04-13,Google,1,185.39
2023-04-13,Lucent,0,0.0
2023-04-13,O2C,5,1567.93
2023-04-13,Other,0,0.0
2023-04-13,Policy Chat,0,0.0
2023-04-13,Ring 2,0,0.0
2023-04-13,Roku,1,154.35
2023-04-13,VOXR,0,0.0
2023-04-13,Youtube,0,0.0
2023-04-13,Regal,0,0.0
2023-04-14,Barrington,2,446.21
2023-04-14,Channel Edge,0,0.0
2023-04-14,Google,1,150.77
2023-04-14,Lucent,0,0.0
2023-04-14,O2C,1,199.54
2023-04-14,Other,1,52.22
2023-04-14,Policy Chat,2,210.15
2023-04-14,Ring 2,2,724.97
2023-04-14,Roku,0,0.0
2023-04-14,VOXR,0,0.0
2023-04-14,Youtube,2,401.42
2023-04-14,Regal,0,0.0
2023-04-15,Barrington,0,0.0
2023-04-15,Channel Edge,1,277.24
2023-04-15,Google,1,192.04
2023-04-15,Lucent,1,344.8
2023-04-15,O2C,3,851.57
2023-04-15,Other,0,0.0
2023-04-15,Policy Chat,0,0.0
2023-04-15,Ring 2,2,532.33
2023-04-15,Roku,1,160.04
2023-04-15,VOXR,0,0.0
2023-04-15,Youtube,0,0.0
2023-04-15,Regal,0,0.0
2023-04-16,Barrington,0,0.0
2023-04-16,Channel Edge,0,0.0
2023-04-16,Google,0,0.0
2023-04-16,Lucent,1,387.25
2023-04-16,O2C,1,295.41
2023-04-16,Other,0,0.0
2023-04-16,Policy Chat,1,106.27
2023-04-16,Ring 2,0,0.0
2023-04-16,Roku,0,0.0
2023-04-16,VOXR,0,0.0
2023-04-16,Youtube,0,0.0
2023-04-16,Regal,0,0.0
2023-04-17,Barrington,0,0.0
2023-04-17,Channel Edge,0,0.0
2023-04-17,Google,3,607.24
2023-04-17,Lucent,0,0.0
2023-04-17,O2C,1,234.59
2023-04-17,Other,1,70.95
2023-04-17,Policy Chat,0,0.0
2023-04-17,Ring 2,1,318.65
2023-04-17,Roku,1,186.79
2023-04-17,VOXR,0,0.0
2023-04-17,Youtube,2,342.88
2023-04-17,Regal,0,0.0
2023-04-18,Barrington,0,0.0
2023-04-18,Channel Edge,1,286.84
2023-04-18,Google,1,183.02
2023-04-18,Lucent,0,0.0
2023-04-18,O2C,0,0.0
2023-04-18,Other,0,0.0
2023-04-18,Policy Chat,0,0.0
2023-04-18,Ring 2,0,0.0
2023-04-18,Roku,0,0.0
2023-04-18,VOXR,0,0.0
2023-04-18,Youtube,0,0.0
2023-04-18,Regal,0,0.0
2023-04-19,Barrington,0,0.0
2023-04-19,Channel Edge,0,0.0
2023-04-19,Google,5,938.93
2023-04-19,Lucent,1,462.76
2023-04-19,O2C,1,219.05
2023-04-19,Other,2,146.72
2023-04-19,Policy Chat,0,0.0
2023-04-19,Ring 2,0,0.0
2023-04-19,Roku,0,0.0
2023-04-19,VOXR,0,0.0
2023-04-19,Youtube,0,0.0
2023-04-19,Regal,1,250.29
2023-04-20,Barrington,2,378.34
2023-04-20,Channel Edge,0,0.0
2023-04-20,Google,3,468.77
2023-04-20,Lucent,0,0.0
2023-04-20,O2C,1,216.12
2023-04-20,Other,0,0.0
2023-04-20,Policy Chat,1,139.1
2023-04-20,Ring 2,2,603.56
2023-04-20,Roku,1,200.99
2023-04-20,VOXR,0,0.0
2023-04-20,Youtube,0,0.0
2023-04-20,Regal,0,0.0
2023-04-21,Barrington,0,0.0
2023-04-21,Channel Edge,0,0.0
2023-04-21,Google,2,387.48
2023-04-21,Lucent,0,0.0
2023-04-21,O2C,2,486.43
2023-04-21,Other,0,0.0
2023-04-21,Policy Chat,2,232.17
2023-04-21,Ring 2,0,0.0
2023-04-21,Roku,1,165.87
2023-04-21,VOXR,0,0.0
2023-04-21,Youtube,1,202.96
2023-04-21,Regal,0,0.0
2023-04-22,Barrington,0,0.0
2023-04-22,Channel Edge,0,0.0
2023-04-22,Google,1,224.41
2023-04-22,Lucent,0,0.0
2023-04-22,O2C,2,489.03
2023-04-22,Other,1,75.24
2023-04-22,Policy Chat,1,98.26
2023-04-22,Ring 2,0,0.0
2023-04-22,Roku,0,0.0
2023-04-22,VOXR,2,708.77
2023-04-22,Youtube,0,0.0
2023-04-22,Regal,0,0.0
2023-04-23,Barrington,1,203.89
2023-04-23,Channel Edge,0,0.0
2023-04-23,Google,0,0.0
2023-04-23,Lucent,0,0.0
2023-04-23,O2C,1,332.12
2023-04-23,Other,0,0.0
2023-04-23,Policy Chat,0,0.0
2023-04-23,Ring 2,0,0.0
2023-04-23,Roku,0,0.0
2023-04-23,VOXR,0,0.0
2023-04-23,Youtube,1,225.85
2023-04-23,Regal,1,238.79
2023-04-24,Barrington,0,0.0
2023-04-24,Channel Edge,0,0.0
2023-04-24,Google,2,353.5
2023-04-24,Lucent,0,0.0
2023-04-24,O2C,1,248.25
2023-04-24,Other,0,0.0
2023-04-24,Policy Chat,0,0.0
2023-04-24,Ring 2,0,0.0
2023-04-24,Roku,0,0.0
2023-04-24,VOXR,0,0.0
2023-04-24,Youtube,0,0.0
2023-04-24,Regal,0,0.0
2023-04-25,Barrington,0,0.0
2023-04-25,Channel Edge,1,203.46
2023-04-25,Google,6,1485.49
2023-04-25,Lucent,0,0.0
2023-04-25,O2C,2,391.81
2023-04-25,Other,0,0.0
2023-04-25,Policy Chat,1,117.6
2023-04-25,Ring 2,0,0.0
2023-04-25,Roku,0,0.0
2023-04-25,VOXR,0,0.0
2023-04-25,Youtube,0,0.0
2023-04-25,Regal,0,0.0
2023-04-26,Barrington,0,0.0
2023-04-26,Channel Edge,0,0.0
2023-04-26,Google,3,558.38
2023-04-26,Lucent,0,0.0
2023-04-26,O2C,1,193.17
2023-04-26,Other,0,0.0
2023-04-26,Policy Chat,1,104.85
2023-04-26,Ring 2,2,721.91
2023-04-26,Roku,0,0.0
2023-04-26,VOXR,0,0.0
2023-04-26,Youtube,1,168.97
2023-04-26,Regal,0,0.0
2023-04-27,Barrington,1,226.24
2023-04-27,Channel Edge,1,245.37
2023-04-27,Google,3,517.71
2023-04-27,Lucent,0,0.0
2023-04-27,O2C,2,492.32
2023-04-27,Other,0,0.0
2023-04-27,Policy Chat,0,0.0
2023-04-27,Ring 2,1,398.35
2023-04-27,Roku,1,217.56
2023-04-27,VOXR,0,0.0
2023-04-27,Youtube,0,0.0
2023-04-27,Regal,0,0.0
2023-04-28,Barrington,0,0.0
2023-04-28,Channel Edge,0,0.0
2023-04-28,Google,0,0.0
2023-04-28,Lucent,0,0.0
2023-04-28,O2C,1,219.68
2023-04-28,Other,0,0.0
2023-04-28,Policy Chat,1,86.52
2023-04-28,Ring 2,2,464.01
2023-04-28,Roku,0,0.0
2023-04-28,VOXR,0,0.0
2023-04-28,Youtube,0,0.0
2023-04-28,Regal,0,0.0
2023-04-29,Barrington,0,0.0
2023-04-29,Channel Edge,0,0.0
2023-04-29,Google,2,409.87
2023-04-29,Lucent,0,0.0
2023-04-29,O2C,1,264.21
2023-04-29,Other,1,79.59
2023-04-29,Policy Chat,0,0.0
2023-04-29,Ring 2,1,344.75
2023-04-29,Roku,0,0.0
2023-04-29,VOXR,0,0.0
2023-04-29,Youtube,0,0.0
2023-04-29,Regal,0,0.0
2023-04-30,Barrington,0,0.0
2023-04-30,Channel Edge,1,341.74
2023-04-30,Google,5,958.71
2023-04-30,Lucent,0,0.0
2023-04-30,O2C,5,1332.47
2023-04-30,Other,0,0.0
2023-04-30,Policy Chat,0,0.0
2023-04-30,Ring 2,0,0.0
2023-04-30,Roku,0,0.0
2023-04-30,VOXR,0,0.0
2023-04-30,Youtube,0,0.0
2023-04-30,Regal,0,0.0
2023-05-01,Barrington,0,0.0
2023-05-01,Channel Edge,0,0.0
2023-05-01,Google,2,311.02
2023-05-01,Lucent,0,0.0
2023-05-01,O2C,2,476.4
2023-05-01,Other,1,83.98
2023-05-01,Policy Chat,0,0.0
2023-05-01,Ring 2,0,0.0
2023-05-01,Roku,0,0.0
2023-05-01,VOXR,0,0.0
2023-05-01,Youtube,0,0.0
2023-05-01,Regal,0,0.0
2023-05-02,Barrington,0,0.0
2023-05-02,Channel Edge,1,298.14
2023-05-02,Google,4,758.35
2023-05-02,Lucent,0,0.0
2023-05-02,O2C,2,430.59
2023-05-02,Other,0,0.0
2023-05-02,Policy Chat,0,0.0
2023-05-02,Ring 2,1,334.66
2023-05-02,Roku,0,0.0
2023-05-02,VOXR,0,0.0
2023-05-02,Youtube,0,0.0
2023-05-02,Regal,0,0.0
2023-05-03,Barrington,0,0.0
2023-05-03,Channel Edge,0,0.0
2023-05-03,Google,4,847.99
2023-05-03,Lucent,1,400.61
2023-05-03,O2C,5,1417.48
2023-05-03,Other,0,0.0
2023-05-03,Policy Chat,1,107.02
2023-05-03,Ring 2,2,588.36
2023-05-03,Roku,1,199.04
2023-05-03,VOXR,0,0.0
2023-05-03,Youtube,1,145.22
2023-05-03,Regal,0,0.0
2023-05-04,Barrington,0,0.0
2023-05-04,Channel Edge,1,279.41
2023-05-04,Google,2,222.51
2023-05-04,Lucent,0,0.0
2023-05-04,O2C,0,0.0
2023-05-04,Other,0,0.0
2023-05-04,Policy Chat,1,111.58
2023-05-04,Ring 2,0,0.0
2023-05-04,Roku,2,359.17
2023-05-04,VOXR,0,0.0
2023-05-04,Youtube,0,0.0
2023-05-04,Regal,0,0.0
2023-05-05,Barrington,1,218.42
2023-05-05,Channel Edge,0,0.0
2023-05-05,Google,0,0.0
2023-05-05,Lucent,0,0.0
2023-05-05,O2C,1,285.25
2023-05-05,Other,0,0.0
2023-05-05,Policy Chat,0,0.0
2023-05-05,Ring 2,1,366.76
2023-05-05,Roku,0,0.0
2023-05-05,VOXR,0,0.0
2023-05-05,Youtube,0,0.0
2023-05-05,Regal,1,235.06
2023-05-06,Barrington,0,0.0
2023-05-06,Channel Edge,0,0.0
2023-05-06,Google,3,542.02
2023-05-06,Lucent,0,0.0
2023-05-06,O2C,2,616.99
2023-05-06,Other,0,0.0
2023-05-06,Policy Chat,1,101.34
2023-05-06,Ring 2,0,0.0
2023-05-06,Roku,0,0.0
2023-05-06,VOXR,0,0.0
2023-05-06,Youtube,1,194.61
2023-05-06,Regal,0,0.0
2023-05-07,Barrington,0,0.0
2023-05-07,Channel Edge,0,0.0
2023-05-07,Google,2,428.55
2023-05-07,Lucent,0,0.0
2023-05-07,O2C,0,0.0
2023-05-07,Other,0,0.0
2023-05-07,Policy Chat,0,0.0
2023-05-07,Ring 2,1,358.25
2023-05-07,Roku,1,136.12
2023-05-07,VOXR,2,583.92
2023-05-07,Youtube,2,379.51
2023-05-07,Regal,0,0.0
2023-05-08,Barrington,0,0.0
2023-05-08,Channel Edge,0,0.0
2023-05-08,Google,2,257.61
2023-05-08,Lucent,0,0.0
2023-05-08,O2C,5,1548.54
2023-05-08,Other,0,0.0
2023-05-08,Policy Chat,0,0.0
2023-05-08,Ring 2,0,0.0
2023-05-08,Roku,0,0.0
2023-05-08,VOXR,0,0.0
2023-05-08,Youtube,0,0.0
2023-05-08,Regal,0,0.0
2023-05-09,Barrington,0,0.0
2023-05-09,Channel Edge,0,0.0
2023-05-09,Google,1,217.25
2023-05-09,Lucent,1,316.22
2023-05-09,O2C,1,316.78
2023-05-09,Other,0,0.0
2023-05-09,Policy Chat,0,0.0
2023-05-09,Ring 2,3,951.09
2023-05-09,Roku,0,0.0
2023-05-09,VOXR,2,579.24
2023-05-09,Youtube,1,207.93
2023-05-09,Regal,0,0.0
2023-05-10,Barrington,0,0.0
2023-05-10,Channel Edge,1,288.79
2023-05-10,Google,7,961.08
2023-05-10,Lucent,0,0.0
2023-05-10,O2C,2,376.36
2023-05-10,Other,1,91.12
2023-05-10,Policy Chat,0,0.0
2023-05-10,Ring 2,1,301.31
2023-05-10,Roku,1,171.85
2023-05-10,VOXR,1,380.68
2023-05-10,Youtube,0,0.0
2023-05-10,Regal,0,0.0
2023-05-11,Barrington,0,0.0
2023-05-11,Channel Edge,0,0.0
